,ACTION-BUFFER-SIZE,ARK2,CLIP-REWARD,DISCOUNT,ENV,EPS-DECAY,EPSILON,EXPLORE,FRAMESTACK,K_ACT,K_EXP,M,PROJECTION,Reward,SEED,STATE-DIM,STICKY-ACTIONS,Step,TIME-SIG,Unnamed: 0,human,normalized_reward,rainbow,random,simple
514,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3400.0,1.0,250.0,False,7500,100.0,514,37187.5,0.029861460053118943,10124.6,2360.0,4031.2
515,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4600.0,1.0,250.0,False,10000,100.0,515,37187.5,0.0643169908836408,10124.6,2360.0,4031.2
516,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4800.0,1.0,250.0,False,12500,100.0,516,37187.5,0.07005957935539445,10124.6,2360.0,4031.2
517,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4400.0,1.0,250.0,False,15000,100.0,517,37187.5,0.05857440241188716,10124.6,2360.0,4031.2
518,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4200.0,1.0,250.0,False,17500,100.0,518,37187.5,0.05283181394013352,10124.6,2360.0,4031.2
519,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5800.0,1.0,250.0,False,20000,100.0,519,37187.5,0.09877252171416266,10124.6,2360.0,4031.2
520,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6200.0,1.0,250.0,False,22500,100.0,520,37187.5,0.11025769865766996,10124.6,2360.0,4031.2
521,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6000.0,1.0,250.0,False,25000,100.0,521,37187.5,0.1045151101859163,10124.6,2360.0,4031.2
522,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5400.0,1.0,250.0,False,27500,100.0,522,37187.5,0.08728734477065538,10124.6,2360.0,4031.2
523,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5200.0,1.0,250.0,False,30000,100.0,523,37187.5,0.08154475629890172,10124.6,2360.0,4031.2
524,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5600.0,1.0,250.0,False,32500,100.0,524,37187.5,0.09302993324240902,10124.6,2360.0,4031.2
525,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6000.0,1.0,250.0,False,35000,100.0,525,37187.5,0.1045151101859163,10124.6,2360.0,4031.2
526,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,7000.0,1.0,250.0,False,37500,100.0,526,37187.5,0.1332280525446845,10124.6,2360.0,4031.2
527,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,11600.0,1.0,250.0,False,40000,100.0,527,37187.5,0.2653075873950183,10124.6,2360.0,4031.2
528,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,11400.0,1.0,250.0,False,42500,100.0,528,37187.5,0.2595649989232647,10124.6,2360.0,4031.2
529,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8600.0,1.0,250.0,False,45000,100.0,529,37187.5,0.17916876031871365,10124.6,2360.0,4031.2
530,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,7800.0,1.0,250.0,False,47500,100.0,530,37187.5,0.15619840643169908,10124.6,2360.0,4031.2
531,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8000.0,1.0,250.0,False,50000,100.0,531,37187.5,0.16194099490345273,10124.6,2360.0,4031.2
532,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,10400.0,1.0,250.0,False,52500,100.0,532,37187.5,0.23085205656449645,10124.6,2360.0,4031.2
533,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,11000.0,1.0,250.0,False,55000,100.0,533,37187.5,0.24807982197975734,10124.6,2360.0,4031.2
534,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,10000.0,1.0,250.0,False,57500,100.0,534,37187.5,0.2193668796209892,10124.6,2360.0,4031.2
535,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,10000.0,1.0,250.0,False,60000,100.0,535,37187.5,0.2193668796209892,10124.6,2360.0,4031.2
536,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,7400.0,1.0,250.0,False,62500,100.0,536,37187.5,0.1447132294881918,10124.6,2360.0,4031.2
537,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8600.0,1.0,250.0,False,65000,100.0,537,37187.5,0.17916876031871365,10124.6,2360.0,4031.2
538,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,10200.0,1.0,250.0,False,67500,100.0,538,37187.5,0.2251094680927428,10124.6,2360.0,4031.2
539,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8600.0,1.0,250.0,False,70000,100.0,539,37187.5,0.17916876031871365,10124.6,2360.0,4031.2
540,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,9200.0,1.0,250.0,False,72500,100.0,540,37187.5,0.1963965257339746,10124.6,2360.0,4031.2
541,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8600.0,1.0,250.0,False,75000,100.0,541,37187.5,0.17916876031871365,10124.6,2360.0,4031.2
542,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8000.0,1.0,250.0,False,77500,100.0,542,37187.5,0.16194099490345273,10124.6,2360.0,4031.2
543,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,9400.0,1.0,250.0,False,80000,100.0,543,37187.5,0.20213911420572825,10124.6,2360.0,4031.2
544,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1500.0,2.0,250.0,False,2500,100.0,544,37187.5,-0.024693130428540662,10124.6,2360.0,4031.2
545,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2000.0,2.0,250.0,False,5000,100.0,545,37187.5,-0.010336659249156558,10124.6,2360.0,4031.2
546,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3200.0,2.0,250.0,False,7500,100.0,546,37187.5,0.0241188715813653,10124.6,2360.0,4031.2
547,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4800.0,2.0,250.0,False,10000,100.0,547,37187.5,0.07005957935539445,10124.6,2360.0,4031.2
548,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4200.0,2.0,250.0,False,12500,100.0,548,37187.5,0.05283181394013352,10124.6,2360.0,4031.2
549,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1800.0,2.0,250.0,False,15000,100.0,549,37187.5,-0.0160792477209102,10124.6,2360.0,4031.2
550,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1600.0,2.0,250.0,False,17500,100.0,550,37187.5,-0.021821836192663844,10124.6,2360.0,4031.2
551,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2800.0,2.0,250.0,False,20000,100.0,551,37187.5,0.012633694637858014,10124.6,2360.0,4031.2
552,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3800.0,2.0,250.0,False,22500,100.0,552,37187.5,0.04134663699662623,10124.6,2360.0,4031.2
553,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5400.0,2.0,250.0,False,25000,100.0,553,37187.5,0.08728734477065538,10124.6,2360.0,4031.2
554,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4400.0,2.0,250.0,False,27500,100.0,554,37187.5,0.05857440241188716,10124.6,2360.0,4031.2
555,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5200.0,2.0,250.0,False,30000,100.0,555,37187.5,0.08154475629890172,10124.6,2360.0,4031.2
556,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6400.0,2.0,250.0,False,32500,100.0,556,37187.5,0.1160002871294236,10124.6,2360.0,4031.2
557,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5600.0,2.0,250.0,False,35000,100.0,557,37187.5,0.09302993324240902,10124.6,2360.0,4031.2
558,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6000.0,2.0,250.0,False,37500,100.0,558,37187.5,0.1045151101859163,10124.6,2360.0,4031.2
559,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5000.0,2.0,250.0,False,40000,100.0,559,37187.5,0.07580216782714809,10124.6,2360.0,4031.2
560,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4400.0,2.0,250.0,False,42500,100.0,560,37187.5,0.05857440241188716,10124.6,2360.0,4031.2
561,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4000.0,2.0,250.0,False,45000,100.0,561,37187.5,0.04708922546837988,10124.6,2360.0,4031.2
562,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3800.0,2.0,250.0,False,47500,100.0,562,37187.5,0.04134663699662623,10124.6,2360.0,4031.2
563,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5600.0,2.0,250.0,False,50000,100.0,563,37187.5,0.09302993324240902,10124.6,2360.0,4031.2
564,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8000.0,2.0,250.0,False,52500,100.0,564,37187.5,0.16194099490345273,10124.6,2360.0,4031.2
565,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,7800.0,2.0,250.0,False,55000,100.0,565,37187.5,0.15619840643169908,10124.6,2360.0,4031.2
566,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6600.0,2.0,250.0,False,57500,100.0,566,37187.5,0.12174287560117725,10124.6,2360.0,4031.2
567,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,9200.0,2.0,250.0,False,60000,100.0,567,37187.5,0.1963965257339746,10124.6,2360.0,4031.2
568,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,11400.0,2.0,250.0,False,62500,100.0,568,37187.5,0.2595649989232647,10124.6,2360.0,4031.2
569,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,10000.0,2.0,250.0,False,65000,100.0,569,37187.5,0.2193668796209892,10124.6,2360.0,4031.2
570,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5400.0,2.0,250.0,False,67500,100.0,570,37187.5,0.08728734477065538,10124.6,2360.0,4031.2
571,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6200.0,2.0,250.0,False,70000,100.0,571,37187.5,0.11025769865766996,10124.6,2360.0,4031.2
572,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,7600.0,2.0,250.0,False,72500,100.0,572,37187.5,0.15045581795994545,10124.6,2360.0,4031.2
573,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,7800.0,2.0,250.0,False,75000,100.0,573,37187.5,0.15619840643169908,10124.6,2360.0,4031.2
574,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6800.0,2.0,250.0,False,77500,100.0,574,37187.5,0.12748546407293088,10124.6,2360.0,4031.2
575,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6400.0,2.0,250.0,False,80000,100.0,575,37187.5,0.1160002871294236,10124.6,2360.0,4031.2
576,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-2.6666666666666665,2.0,250.0,False,2500,100.0,576,12.1,-0.23055555555555554,0.2,0.1,7.8
577,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-2.0,2.0,250.0,False,5000,100.0,577,12.1,-0.17500000000000002,0.2,0.1,7.8
578,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-4.0,2.0,250.0,False,7500,100.0,578,12.1,-0.3416666666666666,0.2,0.1,7.8
579,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-4.6,2.0,250.0,False,10000,100.0,579,12.1,-0.3916666666666666,0.2,0.1,7.8
580,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-14.4,2.0,250.0,False,12500,100.0,580,12.1,-1.2083333333333333,0.2,0.1,7.8
581,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-12.8,2.0,250.0,False,15000,100.0,581,12.1,-1.075,0.2,0.1,7.8
582,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-2.8,2.0,250.0,False,17500,100.0,582,12.1,-0.2416666666666667,0.2,0.1,7.8
583,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-2.0,2.0,250.0,False,20000,100.0,583,12.1,-0.17500000000000002,0.2,0.1,7.8
584,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-2.2,2.0,250.0,False,22500,100.0,584,12.1,-0.19166666666666668,0.2,0.1,7.8
585,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-6.2,2.0,250.0,False,25000,100.0,585,12.1,-0.525,0.2,0.1,7.8
586,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,0.0,2.0,250.0,False,27500,100.0,586,12.1,-0.008333333333333333,0.2,0.1,7.8
587,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,0.8,2.0,250.0,False,30000,100.0,587,12.1,0.058333333333333334,0.2,0.1,7.8
588,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3.2,2.0,250.0,False,32500,100.0,588,12.1,0.25833333333333336,0.2,0.1,7.8
589,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-3.8,2.0,250.0,False,35000,100.0,589,12.1,-0.325,0.2,0.1,7.8
590,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4.0,2.0,250.0,False,37500,100.0,590,12.1,0.325,0.2,0.1,7.8
591,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.8,2.0,250.0,False,40000,100.0,591,12.1,0.14166666666666666,0.2,0.1,7.8
592,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.6,2.0,250.0,False,42500,100.0,592,12.1,0.125,0.2,0.1,7.8
593,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-3.6,2.0,250.0,False,45000,100.0,593,12.1,-0.3083333333333333,0.2,0.1,7.8
594,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-7.2,2.0,250.0,False,47500,100.0,594,12.1,-0.6083333333333333,0.2,0.1,7.8
595,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,0.0,2.0,250.0,False,50000,100.0,595,12.1,-0.008333333333333333,0.2,0.1,7.8
596,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.6,2.0,250.0,False,52500,100.0,596,12.1,0.125,0.2,0.1,7.8
597,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2.6,2.0,250.0,False,55000,100.0,597,12.1,0.20833333333333331,0.2,0.1,7.8
598,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.0,2.0,250.0,False,57500,100.0,598,12.1,0.075,0.2,0.1,7.8
599,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2.0,2.0,250.0,False,60000,100.0,599,12.1,0.15833333333333333,0.2,0.1,7.8
600,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6.8,2.0,250.0,False,62500,100.0,600,12.1,0.5583333333333333,0.2,0.1,7.8
601,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5.2,2.0,250.0,False,65000,100.0,601,12.1,0.425,0.2,0.1,7.8
602,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-19.5,0.0,250.0,False,2500,100.0,602,12.1,-1.6333333333333335,0.2,0.1,7.8
603,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-12.4,0.0,250.0,False,5000,100.0,603,12.1,-1.0416666666666667,0.2,0.1,7.8
604,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-4.2,0.0,250.0,False,7500,100.0,604,12.1,-0.3583333333333333,0.2,0.1,7.8
605,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-5.8,0.0,250.0,False,10000,100.0,605,12.1,-0.4916666666666666,0.2,0.1,7.8
606,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-7.8,0.0,250.0,False,12500,100.0,606,12.1,-0.6583333333333333,0.2,0.1,7.8
607,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-0.6,0.0,250.0,False,15000,100.0,607,12.1,-0.05833333333333333,0.2,0.1,7.8
608,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-1.6,0.0,250.0,False,17500,100.0,608,12.1,-0.1416666666666667,0.2,0.1,7.8
609,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-1.4,0.0,250.0,False,20000,100.0,609,12.1,-0.125,0.2,0.1,7.8
610,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-0.4,0.0,250.0,False,22500,100.0,610,12.1,-0.04166666666666666,0.2,0.1,7.8
611,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,0.4,0.0,250.0,False,25000,100.0,611,12.1,0.025000000000000005,0.2,0.1,7.8
612,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3.0,0.0,250.0,False,27500,100.0,612,12.1,0.2416666666666667,0.2,0.1,7.8
613,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,0.6,0.0,250.0,False,30000,100.0,613,12.1,0.04166666666666666,0.2,0.1,7.8
614,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-3.2,0.0,250.0,False,32500,100.0,614,12.1,-0.275,0.2,0.1,7.8
615,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.6,0.0,250.0,False,35000,100.0,615,12.1,0.125,0.2,0.1,7.8
616,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.4,0.0,250.0,False,37500,100.0,616,12.1,0.10833333333333332,0.2,0.1,7.8
617,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.2,0.0,250.0,False,40000,100.0,617,12.1,0.09166666666666666,0.2,0.1,7.8
618,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2.6,0.0,250.0,False,42500,100.0,618,12.1,0.20833333333333331,0.2,0.1,7.8
619,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,0.8,0.0,250.0,False,45000,100.0,619,12.1,0.058333333333333334,0.2,0.1,7.8
620,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-0.2,0.0,250.0,False,47500,100.0,620,12.1,-0.025000000000000005,0.2,0.1,7.8
621,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.0,0.0,250.0,False,50000,100.0,621,12.1,0.075,0.2,0.1,7.8
622,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.8,0.0,250.0,False,52500,100.0,622,12.1,0.14166666666666666,0.2,0.1,7.8
623,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.8,0.0,250.0,False,55000,100.0,623,12.1,0.14166666666666666,0.2,0.1,7.8
624,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3.6,0.0,250.0,False,57500,100.0,624,12.1,0.2916666666666667,0.2,0.1,7.8
625,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4.2,0.0,250.0,False,60000,100.0,625,12.1,0.34166666666666673,0.2,0.1,7.8
626,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3.8,0.0,250.0,False,62500,100.0,626,12.1,0.3083333333333333,0.2,0.1,7.8
627,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8.2,0.0,250.0,False,65000,100.0,627,12.1,0.6749999999999999,0.2,0.1,7.8
628,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5.0,0.0,250.0,False,67500,100.0,628,12.1,0.4083333333333334,0.2,0.1,7.8
629,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8.2,0.0,250.0,False,70000,100.0,629,12.1,0.6749999999999999,0.2,0.1,7.8
630,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,13.6,0.0,250.0,False,72500,100.0,630,12.1,1.125,0.2,0.1,7.8
631,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,13.6,0.0,250.0,False,75000,100.0,631,12.1,1.125,0.2,0.1,7.8
632,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,12.6,0.0,250.0,False,77500,100.0,632,12.1,1.0416666666666667,0.2,0.1,7.8
633,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,9.8,0.0,250.0,False,80000,100.0,633,12.1,0.8083333333333335,0.2,0.1,7.8
634,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1.0,1.0,250.0,False,2500,100.0,634,12.1,0.075,0.2,0.1,7.8
635,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-33.0,1.0,250.0,False,5000,100.0,635,12.1,-2.7583333333333333,0.2,0.1,7.8
636,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-42.8,1.0,250.0,False,7500,100.0,636,12.1,-3.575,0.2,0.1,7.8
637,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-42.2,1.0,250.0,False,10000,100.0,637,12.1,-3.5250000000000004,0.2,0.1,7.8
638,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-39.0,1.0,250.0,False,12500,100.0,638,12.1,-3.2583333333333333,0.2,0.1,7.8
639,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-39.0,1.0,250.0,False,15000,100.0,639,12.1,-3.2583333333333333,0.2,0.1,7.8
640,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-23.0,1.0,250.0,False,17500,100.0,640,12.1,-1.925,0.2,0.1,7.8
641,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-12.6,1.0,250.0,False,20000,100.0,641,12.1,-1.0583333333333331,0.2,0.1,7.8
642,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-1.8,1.0,250.0,False,22500,100.0,642,12.1,-0.15833333333333335,0.2,0.1,7.8
643,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-0.8,1.0,250.0,False,25000,100.0,643,12.1,-0.075,0.2,0.1,7.8
644,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,-0.2,1.0,250.0,False,27500,100.0,644,12.1,-0.025000000000000005,0.2,0.1,7.8
645,80000.0,19.36,False,0.95,boxing,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2.6,1.0,250.0,False,30000,100.0,645,12.1,0.20833333333333331,0.2,0.1,7.8
